sourceId,sourcePage,sourceType,treatment,destinationSectionId,destinationRoute,citationStatus,rightsStatus,publicPrivacyStatus,migrationStatus,editorialNote
p518,27,scripture,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p519,27,paragraph,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p520,27,list-item,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p521,27,list-item,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p522,27,list-item,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p523,27,scripture,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p524,27,scripture,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p525,27,list-item,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p526,27,list-item,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p527,27,scripture,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p528,28,scripture,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p529,28,list-item,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p530,28,list-item,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p531,28,list-item,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p532,28,list-item,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p533,28,list-item,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p534,28,list-item,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p535,28,scripture,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p536,28,list-item,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p537,28,scripture,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p538,28,list-item,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p539,28,list-item,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p540,28,list-item,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p541,28,scripture,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p542,28,list-item,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p543,28,list-item,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p544,28,paragraph,preserved,S06,/case/key-texts/weeping-and-gnashing/,verified,not-applicable,safe,approved,Substantive content carried into the destination page.
p545,28,scripture,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p546,28,list-item,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p547,29,list-item,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p548,29,paragraph,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p549,29,scripture,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p550,29,scripture,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p551,29,list-item,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p552,29,list-item,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p553,29,list-item,preserved,S06,/case/key-texts/weeping-and-gnashing/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p554,29,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p555,29,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p556,29,heading,rewritten-for-clarity,S07,/case/biblical-language/sin-and-death/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p557,29,paragraph,preserved,S07,/case/biblical-language/sin-and-death/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p558,29,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p559,29,heading,rewritten-for-clarity,S07,/case/biblical-language/sin-and-death/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p560,29,scripture,preserved,S07,/case/biblical-language/sin-and-death/,verified,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p561,29,list-item,preserved,S07,/case/biblical-language/sin-and-death/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p562,29,scripture,preserved,S07,/case/biblical-language/sin-and-death/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p563,29,scripture,preserved,S07,/case/biblical-language/sin-and-death/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p564,29,scripture,preserved,S07,/case/biblical-language/sin-and-death/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p565,29,list-item,preserved,S07,/case/biblical-language/sin-and-death/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p566,30,list-item,preserved,S07,/case/biblical-language/sin-and-death/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p567,30,list-item,preserved,S07,/case/biblical-language/sin-and-death/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p568,30,scripture,preserved,S07,/case/biblical-language/sin-and-death/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p569,30,scripture,preserved,S07,/case/biblical-language/sin-and-death/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p570,30,list-item,preserved,S07,/case/biblical-language/sin-and-death/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p571,30,list-item,preserved,S07,/case/biblical-language/sin-and-death/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p572,30,paragraph,preserved,S07,/case/biblical-language/sin-and-death/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p573,30,heading,rewritten-for-clarity,S08,/case/biblical-language/destruction/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p574,30,scripture,preserved,S08,/case/biblical-language/destruction/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p575,30,list-item,preserved,S08,/case/biblical-language/destruction/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p576,30,scripture,preserved,S08,/case/biblical-language/destruction/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p577,30,scripture,preserved,S08,/case/biblical-language/destruction/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p578,30,scripture,preserved,S08,/case/biblical-language/destruction/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p579,30,scripture,preserved,S08,/case/biblical-language/destruction/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p580,30,scripture,preserved,S08,/case/biblical-language/destruction/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p581,30,scripture,preserved,S08,/case/biblical-language/destruction/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p582,30,list-item,preserved,S08,/case/biblical-language/destruction/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p583,30,list-item,preserved,S08,/case/biblical-language/destruction/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p584,30,list-item,preserved,S08,/case/biblical-language/destruction/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p585,31,list-item,preserved,S08,/case/biblical-language/destruction/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p586,31,list-item,preserved,S08,/case/biblical-language/destruction/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p587,31,scripture,preserved,S08,/case/biblical-language/destruction/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p588,31,scripture,preserved,S08,/case/biblical-language/destruction/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p589,31,list-item,preserved,S08,/case/biblical-language/destruction/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p590,31,scripture,preserved,S08,/case/biblical-language/destruction/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p591,31,scripture,preserved,S08,/case/biblical-language/destruction/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p592,31,scripture,preserved,S08,/case/biblical-language/destruction/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p593,31,scripture,preserved,S08,/case/biblical-language/destruction/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p594,31,scripture,preserved,S08,/case/biblical-language/destruction/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p595,31,scripture,preserved,S08,/case/biblical-language/destruction/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p596,31,scripture,preserved,S08,/case/biblical-language/destruction/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p597,31,list-item,preserved,S08,/case/biblical-language/destruction/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p598,31,scripture,preserved,S08,/case/biblical-language/destruction/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p599,31,list-item,preserved,S08,/case/biblical-language/destruction/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p600,31,scripture,preserved,S08,/case/biblical-language/destruction/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p601,31,paragraph,preserved,S08,/case/biblical-language/destruction/,verified,not-applicable,safe,approved,Substantive content carried into the destination page.
p602,31,list-item,preserved,S08,/case/biblical-language/destruction/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p603,31,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p604,32,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p605,32,heading,rewritten-for-clarity,S09,/case/biblical-language/delayed-judgment/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p606,32,paragraph,preserved,S09,/case/biblical-language/delayed-judgment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p607,32,scripture,preserved,S09,/case/biblical-language/delayed-judgment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p608,32,scripture,preserved,S09,/case/biblical-language/delayed-judgment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p609,32,list-item,preserved,S09,/case/biblical-language/delayed-judgment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p610,32,heading,rewritten-for-clarity,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p611,32,scripture,preserved,S10,/case/biblical-language/body-and-soul/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p612,32,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p613,32,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p614,32,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p615,32,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p616,32,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p617,32,scripture,preserved,S10,/case/biblical-language/body-and-soul/,verified,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p618,32,scripture,preserved,S10,/case/biblical-language/body-and-soul/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p619,32,scripture,preserved,S10,/case/biblical-language/body-and-soul/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p620,32,scripture,preserved,S10,/case/biblical-language/body-and-soul/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p621,32,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p622,32,paragraph,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p623,32,paragraph,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p624,33,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p625,33,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p626,33,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p627,33,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p628,33,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p629,33,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p630,33,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p631,33,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p632,33,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p633,33,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p634,33,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p635,33,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p636,33,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p637,33,scripture,preserved,S10,/case/biblical-language/body-and-soul/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p638,33,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p639,33,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p640,33,scripture,preserved,S10,/case/biblical-language/body-and-soul/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p641,33,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p642,33,paragraph,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p643,34,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p644,34,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p645,34,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p646,34,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p647,34,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p648,34,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p649,34,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p650,34,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p651,34,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p652,34,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p653,34,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p654,34,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p655,34,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p656,34,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p657,34,scripture,preserved,S10,/case/biblical-language/body-and-soul/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p658,34,list-item,preserved,S10,/case/biblical-language/body-and-soul/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p659,34,heading,rewritten-for-clarity,S11,/case/biblical-language/contrasts-with-eternal-life/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p660,34,scripture,preserved,S11,/case/biblical-language/contrasts-with-eternal-life/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p661,34,scripture,preserved,S11,/case/biblical-language/contrasts-with-eternal-life/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p662,35,scripture,preserved,S11,/case/biblical-language/contrasts-with-eternal-life/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p663,35,scripture,preserved,S11,/case/biblical-language/contrasts-with-eternal-life/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p664,35,scripture,preserved,S11,/case/biblical-language/contrasts-with-eternal-life/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p665,35,scripture,preserved,S11,/case/biblical-language/contrasts-with-eternal-life/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p666,35,scripture,preserved,S11,/case/biblical-language/contrasts-with-eternal-life/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p667,35,scripture,preserved,S11,/case/biblical-language/contrasts-with-eternal-life/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p668,35,scripture,preserved,S11,/case/biblical-language/contrasts-with-eternal-life/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p669,35,scripture,preserved,S11,/case/biblical-language/contrasts-with-eternal-life/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p670,35,scripture,preserved,S11,/case/biblical-language/contrasts-with-eternal-life/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p671,35,list-item,preserved,S11,/case/biblical-language/contrasts-with-eternal-life/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p672,35,heading,rewritten-for-clarity,S12,/case/biblical-language/no-explicit-ect-text/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p673,35,list-item,preserved,S12,/case/biblical-language/no-explicit-ect-text/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p674,35,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p675,35,heading,rewritten-for-clarity,S13,/case/biblical-patterns/fire-consumes/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p676,35,heading,rewritten-for-clarity,S13,/case/biblical-patterns/fire-consumes/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p677,35,scripture,preserved,S13,/case/biblical-patterns/fire-consumes/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p678,35,scripture,preserved,S13,/case/biblical-patterns/fire-consumes/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p679,35,list-item,preserved,S13,/case/biblical-patterns/fire-consumes/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p680,35,list-item,preserved,S13,/case/biblical-patterns/fire-consumes/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p681,36,scripture,preserved,S13,/case/biblical-patterns/fire-consumes/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p682,36,list-item,preserved,S13,/case/biblical-patterns/fire-consumes/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p683,36,list-item,preserved,S13,/case/biblical-patterns/fire-consumes/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p684,36,list-item,preserved,S13,/case/biblical-patterns/fire-consumes/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p685,36,scripture,preserved,S13,/case/biblical-patterns/fire-consumes/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p686,36,scripture,preserved,S13,/case/biblical-patterns/fire-consumes/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p687,36,list-item,preserved,S13,/case/biblical-patterns/fire-consumes/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p688,36,scripture,preserved,S13,/case/biblical-patterns/fire-consumes/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p689,36,scripture,preserved,S13,/case/biblical-patterns/fire-consumes/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p690,36,scripture,preserved,S13,/case/biblical-patterns/fire-consumes/,verified,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p691,36,scripture,preserved,S13,/case/biblical-patterns/fire-consumes/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p692,36,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p693,36,heading,rewritten-for-clarity,S14,/case/biblical-patterns/sodom-and-gomorrah/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p694,36,scripture,preserved,S14,/case/biblical-patterns/sodom-and-gomorrah/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p695,36,list-item,preserved,S14,/case/biblical-patterns/sodom-and-gomorrah/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p696,36,list-item,preserved,S14,/case/biblical-patterns/sodom-and-gomorrah/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
